"chrom","start","end"
"chr4",41,110715
"chr4",111791,261586
"chr4",262586,374246
"chr4",375249,476916
"chr4",477916,577354
"chr4",578383,687590
"chr4",688591,801736
"chr4",802757,920755
"chr4",921828,1034595
"chr4",1035609,1174796
"chr4",1175800,1275224
"chr4",1276229,1376118
"chr4",1377128,1489689
"chr4",1490739,1615582
"chr4",1616617,1729328
"chr4",1730350,1848682
"chr4",1851016,1989527
"chr4",1990534,2100322
"chr4",2101332,2231581
"chr4",2232736,2372779
"chr4",2373801,2507535
"chr4",2508563,2635740
"chr4",2636765,2780460
"chr4",2782059,2912804
"chr4",2918827,3085011
"chr4",3086042,3214553
"chr4",3215569,3333873
"chr4",3341595,3475200
"chr4",3476522,3607449
"chr4",3608533,3729992
"chr4",3730996,3857492
"chr4",3858504,3987216
"chr4",3988235,4126246
"chr4",4127274,4256838
"chr4",4257852,4390427
"chr4",4392109,4502984
"chr4",4504049,4640945
"chr4",4641968,4798362
"chr4",4799384,4916130
"chr4",4917152,5030324
"chr4",5031332,5214296
"chr4",5215444,5354055
"chr4",5355170,5477814
"chr4",5478824,5615855
"chr4",5616868,5777259
"chr4",5778275,5892613
"chr4",5894358,6037323
"chr4",6038332,6194320
"chr4",6195414,6354885
"chr4",6360596,6507342
"chr4",6508495,6697222
"chr4",6698296,6829556
"chr4",6830649,6946096
"chr4",6947097,7084827
"chr4",7086958,7232912
"chr4",7233948,7365675
"chr4",7366713,7510734
"chr4",7511891,7711601
"chr4",7712719,7826948
"chr4",7827994,7980890
"chr4",7982072,8130203
"chr4",8131297,8241871
"chr4",8242958,8418081
"chr4",8419088,8581001
"chr4",8582013,8690532
"chr4",8691555,8817641
"chr4",8818890,8968875
"chr4",8969938,9120923
"chr4",9121953,9250337
"chr4",9251339,9433901
"chr4",9434915,9608364
"chr4",9614898,9793690
"chr4",9794759,9911011
"chr4",9912051,10062091
"chr4",10063092,10181943
"chr4",10182977,10332098
"chr4",10344803,10463134
"chr4",10464169,10594204
"chr4",10595291,10771463
"chr4",10772478,10898559
"chr4",10899588,11023952
"chr4",11033346,11165957
"chr4",11166973,11360270
"chr4",11361311,11525480
"chr4",11526492,11682429
"chr4",11683458,11911054
"chr4",11912159,12034630
"chr4",12039334,12153167
"chr4",12154205,12258585
"chr4",12259608,12396720
"chr4",12397726,12518014
"chr4",12519045,12658884
"chr4",12660077,12840234
"chr4",12841240,13013791
"chr4",13014883,13169426
"chr4",13170446,13387573
"chr4",13388574,13560683
"chr4",13561765,13682060
"chr4",13683110,13812607
"chr4",13813612,13927081
"chr4",13928294,14063541
"chr4",14064587,14176951
"chr4",14178004,14330180
"chr4",14331180,14468512
"chr4",14471802,14634205
"chr4",14635773,14766584
"chr4",14767923,14957203
"chr4",14958367,15080200
"chr4",15081207,15211253
"chr4",15212295,15345624
"chr4",15346748,15504684
"chr4",15506571,15652580
"chr4",15676159,15812454
"chr4",15813657,15936555
"chr4",15937565,16055973
"chr4",16058065,16181748
"chr4",16182797,16330678
"chr4",16335975,16512463
"chr4",16513496,16672490
"chr4",16673625,16919221
"chr4",16921474,17092414
"chr4",17093528,17202216
"chr4",17203217,17414380
"chr4",17415380,17547173
"chr4",17549154,17688390
"chr4",17689402,17829414
"chr4",17831163,17971736
"chr4",17972748,18087481
"chr4",18088597,18203946
"chr4",18208447,18368785
"chr4",18369987,18481577
"chr4",18482616,18589414
"chr4",18590463,18705234
"chr4",18706374,18910421
"chr4",18911475,19092941
"chr4",19094170,19287962
"chr4",19292528,19458400
"chr4",19459502,19644728
"chr4",19649122,19791766
"chr4",19795370,19927761
"chr4",19929197,20062524
"chr4",20063938,20201429
"chr4",20202430,20330060
"chr4",20331087,20450928
"chr4",20452018,20619559
"chr4",20621413,20751855
"chr4",20752874,20961357
"chr4",20962367,21080093
"chr4",21081101,21214194
"chr4",21216544,21338902
"chr4",21339972,21457639
"chr4",21458752,21575782
"chr4",21576848,21704328
"chr4",21706631,21842433
"chr4",21843454,21969480
"chr4",21970503,22126219
"chr4",22127551,22280878
"chr4",22281893,22411217
"chr4",22412321,22550845
"chr4",22557384,22698217
"chr4",22699222,22836660
"chr4",22839409,22972676
"chr4",22974042,23089215
"chr4",23090267,23216550
"chr4",23217792,23368694
"chr4",23369724,23493752
"chr4",23494985,23655915
"chr4",23656959,23854341
"chr4",23855355,24012420
"chr4",24013423,24169868
"chr4",24170878,24293428
"chr4",24295067,24446737
"chr4",24447739,24591659
"chr4",24592755,24728060
"chr4",24729090,24871575
"chr4",24872611,24985239
"chr4",24986310,25103543
"chr4",25104567,25287862
"chr4",25288907,25440122
"chr4",25442027,25568772
"chr4",25569800,25692313
"chr4",25693336,25882857
"chr4",25883879,26013515
"chr4",26017864,26207747
"chr4",26209135,26369723
"chr4",26370793,26496342
"chr4",26497462,26628795
"chr4",26631608,26818599
"chr4",26819826,26968357
"chr4",26969441,27099169
"chr4",27100309,27239396
"chr4",27240439,27354012
"chr4",27355026,27458197
"chr4",27459277,27584181
"chr4",27585192,27764904
"chr4",27769006,27960134
"chr4",27961134,28122370
"chr4",28123399,28324249
"chr4",28325265,28457009
"chr4",28458678,28594345
"chr4",28598095,28791411
"chr4",28792436,28941068
"chr4",28942571,29063694
"chr4",29064731,29203673
"chr4",29204677,29372433
"chr4",29373704,29526666
"chr4",29527773,29682002
"chr4",29683648,29815556
"chr4",29816575,29927296
"chr4",29928637,30158087
"chr4",30159123,30385482
"chr4",30386532,30619869
"chr4",30622177,30789923
"chr4",30791144,31013333
"chr4",31014343,31293355
"chr4",31295664,31456204
"chr4",31458648,31684887
"chr4",31686126,31820964
"chr4",31824561,32013788
"chr4",32014956,32137069
"chr4",32138166,32263848
"chr4",32266742,32452716
"chr4",32453918,32572315
"chr4",32573333,32689488
"chr4",32690520,32962007
"chr4",32963091,33129974
"chr4",33135770,33325587
"chr4",33326605,33544026
"chr4",33545092,33808856
"chr4",33809871,34091540
"chr4",34093434,34263844
"chr4",34264853,34417373
"chr4",34420613,34626879
"chr4",34628300,34849423
"chr4",34853769,35085465
"chr4",35086467,35218483
"chr4",35219530,35417760
"chr4",35420535,35601171
"chr4",35602186,35752754
"chr4",35753830,35885060
"chr4",35886113,35992259
"chr4",35993435,36176189
"chr4",36177734,36319307
"chr4",36321870,36472842
"chr4",36473855,36734815
"chr4",36735843,36847701
"chr4",36848791,36999536
"chr4",37000575,37137052
"chr4",37142681,37366096
"chr4",37374741,37534828
"chr4",37535838,37660345
"chr4",37661400,37906404
"chr4",37907482,38054725
"chr4",38055940,38174124
"chr4",38175166,38284704
"chr4",38285831,38409385
"chr4",38411573,38569989
"chr4",38573947,38737727
"chr4",38738860,38913152
"chr4",38914278,39028625
"chr4",39029734,39180634
"chr4",39183681,39348263
"chr4",39349288,39524025
"chr4",39525425,39657938
"chr4",39658956,39763880
"chr4",39764904,39881168
"chr4",39882376,39995732
"chr4",39996982,40118634
"chr4",40119658,40232659
"chr4",40233669,40432630
"chr4",40433649,40570351
"chr4",40571620,40744337
"chr4",40746779,40897309
"chr4",40898437,41013960
"chr4",41014964,41121019
"chr4",41122076,41245249
"chr4",41246768,41378323
"chr4",41379330,41521504
"chr4",41527301,41678236
"chr4",41679236,41821201
"chr4",41822287,41985267
"chr4",41987180,42134800
"chr4",42135816,42310636
"chr4",42312341,42449596
"chr4",42450597,42616810
"chr4",42617811,42777878
"chr4",42779021,42916848
"chr4",42918410,43043476
"chr4",43044574,43156504
"chr4",43159382,43301646
"chr4",43302684,43435416
"chr4",43436447,43562382
"chr4",43563388,43697698
"chr4",43699419,43861248
"chr4",43862258,44013888
"chr4",44014901,44191184
"chr4",44192187,44341708
"chr4",44343141,44509988
"chr4",44512283,44670447
"chr4",44671676,44799891
"chr4",44800914,44939748
"chr4",44940836,45097857
"chr4",45098886,45248267
"chr4",45249285,45401678
"chr4",45402679,45522158
"chr4",45523352,45644244
"chr4",45646446,45801944
"chr4",45813253,45935175
"chr4",45936570,46053501
"chr4",46054580,46186715
"chr4",46187824,46317163
"chr4",46319306,46448935
"chr4",46450205,46590623
