"chrom","start","end"
"chr1",60,148842
"chr1",149845,286730
"chr1",287735,395486
"chr1",396509,508505
"chr1",509524,634949
"chr1",635952,796594
"chr1",797600,907382
"chr1",908446,1012011
"chr1",1013031,1123819
"chr1",1124835,1233122
"chr1",1234126,1343341
"chr1",1344354,1457545
"chr1",1458547,1577339
"chr1",1578481,1698546
"chr1",1699550,1805866
"chr1",1806917,1930185
"chr1",1931479,2046487
"chr1",2049392,2164450
"chr1",2165479,2297657
"chr1",2298822,2430355
"chr1",2431356,2542262
"chr1",2543312,2653493
"chr1",2656628,2773637
"chr1",2774642,2882194
"chr1",2883199,2993315
"chr1",2995565,3101289
"chr1",3102301,3221773
"chr1",3222785,3330414
"chr1",3331420,3457859
"chr1",3458861,3577016
"chr1",3578044,3712542
"chr1",3713542,3830557
"chr1",3831573,3953887
"chr1",3954937,4097917
"chr1",4098996,4212873
"chr1",4213888,4446139
"chr1",4447166,4566230
"chr1",4567329,4706723
"chr1",4707761,4826763
"chr1",4827763,4938381
"chr1",4939422,5054805
"chr1",5055867,5194516
"chr1",5195833,5321561
"chr1",5322663,5435400
"chr1",5436402,5544460
"chr1",5545467,5670015
"chr1",5671044,5785633
"chr1",5786644,5909759
"chr1",5910760,6034136
"chr1",6035571,6154348
"chr1",6155358,6286629
"chr1",6287632,6396599
"chr1",6397623,6509139
"chr1",6510140,6631810
"chr1",6632837,6761328
"chr1",6762340,6877438
"chr1",6878523,6997960
"chr1",6999014,7128254
"chr1",7130734,7256399
"chr1",7260081,7379628
"chr1",7380637,7500661
"chr1",7501666,7624796
"chr1",7625888,7743712
"chr1",7744715,7877271
"chr1",7878305,8027712
"chr1",8028728,8158294
"chr1",8159327,8290188
"chr1",8291214,8436853
"chr1",8438001,8569075
"chr1",8570075,8710868
"chr1",8711889,8870256
"chr1",8871276,9009357
"chr1",9010372,9141414
"chr1",9144644,9258006
"chr1",9259287,9370994
"chr1",9372061,9501821
"chr1",9502906,9624494
"chr1",9625498,9751668
"chr1",9752746,9866551
"chr1",9867554,10003604
"chr1",10004933,10151347
"chr1",10152501,10277715
"chr1",10278857,10408625
"chr1",10409669,10548184
"chr1",10549298,10693522
"chr1",10694661,10833795
"chr1",10834810,10982915
"chr1",10985145,11110262
"chr1",11111264,11251689
"chr1",11252701,11372293
"chr1",11373298,11490248
"chr1",11491253,11607824
"chr1",11608888,11737761
"chr1",11740533,11856275
"chr1",11857476,11986690
"chr1",11987728,12106189
"chr1",12107210,12235817
"chr1",12236990,12376531
"chr1",12377621,12514166
"chr1",12515815,12666518
"chr1",12667549,12786134
"chr1",12787151,12911802
"chr1",12912805,13032511
"chr1",13033518,13169942
"chr1",13171166,13294580
"chr1",13295635,13457628
"chr1",13458635,13587583
"chr1",13588650,13717455
"chr1",13718528,13844399
"chr1",13845400,13970118
"chr1",13971126,14120900
"chr1",14121905,14301791
"chr1",14302800,14422670
"chr1",14423742,14550230
"chr1",14551248,14665537
"chr1",14667104,14803101
"chr1",14804170,14928903
"chr1",14934157,15045274
"chr1",15046274,15165998
"chr1",15167018,15274367
"chr1",15279359,15423892
"chr1",15424909,15542641
"chr1",15544233,15677461
"chr1",15681812,15797454
"chr1",15798454,15915027
"chr1",15916037,16034428
"chr1",16035470,16157127
"chr1",16158335,16304574
"chr1",16305581,16463370
"chr1",16464382,16606199
"chr1",16607236,16737533
"chr1",16738555,16856468
"chr1",16859255,17001417
"chr1",17009460,17128214
"chr1",17129307,17269472
"chr1",17270495,17391791
"chr1",17392792,17524994
"chr1",17526002,17644696
"chr1",17645849,17792095
"chr1",17793100,17933600
"chr1",17934629,18094485
"chr1",18095501,18236822
"chr1",18238131,18357387
"chr1",18358398,18469950
"chr1",18471060,18601328
"chr1",18602365,18794818
"chr1",18795948,18929170
"chr1",18930177,19073424
"chr1",19075556,19191441
