"chrom","start","end"
"chr5",55,106407
"chr5",107450,231397
"chr5",232410,340434
"chr5",341577,460549
"chr5",461597,592859
"chr5",593871,768235
"chr5",769301,894389
"chr5",895450,1037881
"chr5",1038889,1151584
"chr5",1157623,1286444
"chr5",1287454,1392700
"chr5",1393717,1502020
"chr5",1503020,1610224
"chr5",1612006,1730055
"chr5",1731087,1882343
"chr5",1883446,2000379
"chr5",2001462,2107908
"chr5",2108963,2228823
"chr5",2229862,2337854
"chr5",2338874,2463829
"chr5",2464838,2581023
"chr5",2582025,2706342
"chr5",2707364,2838734
"chr5",2840478,2969255
"chr5",2970413,3088052
"chr5",3089132,3201024
"chr5",3202030,3323104
"chr5",3324154,3455769
"chr5",3456777,3581358
"chr5",3582377,3717235
"chr5",3718255,3838050
"chr5",3839133,3967993
"chr5",3969004,4085390
"chr5",4086402,4200742
"chr5",4201779,4314081
"chr5",4315123,4478827
"chr5",4479856,4601801
"chr5",4602831,4727126
"chr5",4728243,4840837
"chr5",4841865,4987680
"chr5",4988686,5104291
"chr5",5105377,5218980
"chr5",5220353,5339595
"chr5",5340651,5464310
"chr5",5465446,5588910
"chr5",5589991,5718855
"chr5",5719858,5857100
"chr5",5862493,6107073
"chr5",6108078,6264163
"chr5",6265173,6389619
"chr5",6390642,6506299
"chr5",6507312,6641066
"chr5",6642192,6829281
"chr5",6830316,6979354
"chr5",6980384,7093517
"chr5",7094546,7212645
"chr5",7213655,7344510
"chr5",7346426,7488213
"chr5",7489236,7642418
"chr5",7643428,7774776
"chr5",7777438,7907957
"chr5",7908984,8055545
"chr5",8057601,8207127
"chr5",8208145,8369013
"chr5",8370015,8531005
"chr5",8532005,8730095
"chr5",8731118,8848662
"chr5",8849723,8995165
"chr5",8996189,9116030
"chr5",9117289,9277470
"chr5",9278484,9414854
"chr5",9415874,9537973
"chr5",9539005,9705518
"chr5",9706543,9829684
"chr5",9830702,9976202
"chr5",9977248,10164767
"chr5",10165838,10305503
"chr5",10306521,10434459
"chr5",10435500,10576704
"chr5",10577721,10758376
"chr5",10759376,10891890
"chr5",10892917,11013317
"chr5",11014326,11168893
"chr5",11169905,11340050
"chr5",11341086,11542415
"chr5",11545930,11722463
"chr5",11723483,11952667
"chr5",11953761,12093071
"chr5",12094072,12237136
"chr5",12238152,12372935
"chr5",12373963,12503967
"chr5",12504986,12679998
"chr5",12681044,12967900
"chr5",12969006,13100420
"chr5",13101820,13206060
"chr5",13207076,13355666
"chr5",13356674,13549594
"chr5",13550659,13669889
"chr5",13671162,13860703
"chr5",13866990,14024735
"chr5",14025737,14170071
"chr5",14171195,14292793
"chr5",14293797,14495673
"chr5",14496736,14717076
"chr5",14718393,14886271
"chr5",14887272,15044324
"chr5",15045396,15198831
"chr5",15199838,15414536
"chr5",15415556,15554601
"chr5",15557285,15701513
"chr5",15702577,15822821
"chr5",15823824,15936434
"chr5",15937570,16047441
"chr5",16048621,16225753
"chr5",16226772,16354649
"chr5",16355788,16475851
"chr5",16476869,16609157
"chr5",16610159,16745303
"chr5",16746332,16909609
"chr5",16910720,17026291
"chr5",17027291,17247179
"chr5",17248179,17409531
"chr5",17413126,17529506
"chr5",17530734,17650012
"chr5",17651051,17812034
"chr5",17813049,18008331
"chr5",18011305,18145382
"chr5",18148537,18310599
"chr5",18312568,18452502
"chr5",18453534,18613147
"chr5",18615194,18753815
"chr5",18761643,18909506
"chr5",18910517,19069430
"chr5",19070436,19205007
